id_parlamentar,casa,nome_eleitoral,partido,UF,twitter,seguidores,segue,n_proprio,n_retweet,engaj_total,engaj_total_proprio,engaj_total_retweet,engaj_mediano,engaj_mediano_proprio,engaj_mediano_retweet,engaj_max,engaj_max_proprio,engaj_max_retweet
204473,câmara,GENERAL GIRÃO,PSL,RN,GeneralGirao,56346,187,138,55,303815,169549,134266,686,131,0,15506,14184,15506
204484,câmara,GENERAL PETERNELLI,PSL,SP,GenPeternelli,8027,1640,120,412,1066972,7003,1059969,571,0,545,56555,1959,56555
204527,câmara,GENINHO ZULIANI,DEM,SP,geninhozuliani,1731,963,76,28,8397,228,8169,3,1,0,3213,9,3213
178966,câmara,GEOVANIA DE SÁ,PSDB,SC,geovaniadesa,3579,1417,18,15,568,469,99,10,1,0,165,165,22
74374,câmara,GERALDO RESENDE,PSDB,MS,dep_geraldo,5514,3476,7,0,26,26,0,3,3,0,11,11,0
204394,câmara,GERVÁSIO MAIA,PSB,PB,gervasiomaia,10731,8421,52,49,626,481,145,4,2,0,56,56,41
74383,câmara,GIACOBO,PR,PR,fernandogiacobo,1349,237,8,0,6,6,0,0.5,0.5,0,2,2,0
204575,câmara,GIL CUTRIM,PDT,MA,gilcutrim,915,521,106,19,2091,539,1552,4,3,0,884,26,884
204491,câmara,GILBERTO ABRAMO,PRB,MG,gilbertoabramo,1135,295,15,2,144,11,133,0,0,0,114,3,114
74270,câmara,GILBERTO NASCIMENTO,PSC,SP,gilbertopsc20,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204365,câmara,GILSON MARQUES,NOVO,SC,gilsonmarques30,2334,98,54,7,5438,3184,2254,17,5,0,1548,498,1548
160673,câmara,GIOVANI CHERINI,PR,RS,giovanicherini,5548,1728,169,1,305,304,1,1,1,0,21,21,1
178996,câmara,GIOVANI FELTES,MDB,RS,GiovaniFeltes,2355,246,16,4,56,45,11,2.5,2,0,7,6,7
152605,câmara,GLAUBER BRAGA,PSOL,RJ,Glauber_Braga,34901,1100,130,23,173349,104071,69278,145,11,0,48066,17816,48066
204419,câmara,GLAUSTIN FOKUS,PSC,GO,glaustinfokus,413,1745,38,2,144,140,4,2,2,0,40,40,3
107283,câmara,GLEISI HOFFMANN,PT,PR,gleisi,540030,756,206,32,799437,737928,61509,2421.5,2088,0,17693,15045,17693
74419,câmara,GONZAGA PATRIOTA,PSB,PE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198197,câmara,GREYCE ELIAS,AVANTE,MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204513,câmara,GUIGA PEIXOTO,PSL,SP,zeguilherme_10,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204531,câmara,GUILHERME DERRITE,PP,SP,capitaoderrite,2010,75,85,5,9326,9202,124,46,45,0,2423,2423,49
160667,câmara,GUILHERME MUSSI,PP,SP,guilhermemussi,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204442,câmara,GURGEL,PSL,RJ,gurgelsoares,NA,NA,0,0,0,0,0,0,0,0,0,0,0
73460,câmara,GUSTAVO FRUET,PDT,PR,gustavofruet,86805,339,205,69,8504,5554,2950,17,13,0,1430,1430,655
204408,câmara,GUSTINHO RIBEIRO,SOLIDARIEDADE,SE,GustinhoRibeiro,3417,983,32,12,222,95,127,3,1,0,52,12,52
204456,câmara,GUTEMBERG REIS,MDB,RJ,guth_reis,172,302,113,0,386,386,0,3,3,0,12,12,0
204465,câmara,HAROLDO CATHEDRAL,PSD,RR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204548,câmara,HEITOR FREIRE,PSL,CE,HeitorFreireCE,5416,76,59,22,107447,28430,79017,87,39,0,12691,10457,12691
178964,câmara,HEITOR SCHUCH,PSB,RS,HeitorSchuch,3160,300,31,0,113,113,0,3,3,0,12,12,0
178873,câmara,HELDER SALOMÃO,PT,ES,heldersalomao,30910,1731,396,74,347810,217846,129964,116.5,48.5,0,20225,6691,20225
204373,câmara,HÉLIO COSTA,PRB,SC,HelioCosta,NA,NA,0,0,0,0,0,0,0,0,0,0,0
178909,câmara,HÉLIO LEITE,DEM,PA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204444,câmara,HELIO LOPES,PSL,RJ,depheliolopes,28859,169,160,11,156731,128111,28620,355,320,0,10525,6626,10525
73482,câmara,HENRIQUE FONTANA,PT,RS,henriquefontana,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204539,câmara,HERCÍLIO COELHO DINIZ,MDB,MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178981,câmara,HERCULANO PASSOS,MDB,SP,herculanopassos,2156,79,36,2,80,76,4,2,1.5,0,9,9,3
73772,câmara,HERMES PARCIANELLO,MDB,PR,parcianello,NA,NA,0,0,0,0,0,0,0,0,0,0,0
178884,câmara,HILDO ROCHA,MDB,MA,hildorocha1513,953,865,60,5,56,51,5,1,1,0,3,3,1
178959,câmara,HIRAN GONÇALVES,PP,RR,deputadohiran,12019,210,32,0,62,62,0,1,1,0,8,8,0
141450,câmara,HUGO LEAL,PSD,RJ,dephugoleal,NA,NA,0,0,0,0,0,0,0,0,0,0,0
160674,câmara,HUGO MOTTA,PRB,PB,hugomottapb,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204533,câmara,IDILVAN ALENCAR,PDT,CE,idilvan,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204564,câmara,IGOR KANNÁRIO,PHS,BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204508,câmara,IGOR TIMO,PODE,MG,oficialigortimo,87,4,98,0,102,102,0,1,1,0,4,4,0
67138,câmara,IRACEMA PORTELLA,PP,PI,iracemaportela,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204436,câmara,ISNALDO BULHÕES JR.,MDB,AL,bulhoesjr,791,128,5,0,16,16,0,3,3,0,7,7,0
73531,câmara,IVAN VALENTE,PSOL,SP,ivanvalente,NA,NA,0,0,0,0,0,0,0,0,0,0,0
74848,câmara,JANDIRA FEGHALI,PCdoB,RJ,jandira_feghali,185286,618,453,203,1302128,947309,354819,672,195.5,0,54520,54520,18716
108338,câmara,JAQUELINE CASSOL,PP,RO,jqcassol,147,164,26,3,46,36,10,1,1,0,7,4,7
160672,câmara,JEAN WYLLYS,PSOL,RJ,jeanwyllys_real,767459,727,88,187,558753,305063,253690,397,0,74,60352,60352,27081
74273,câmara,JEFFERSON CAMPOS,PSB,SP,DepJefferson,5871,433,35,0,71,71,0,2,2,0,9,9,0
160570,câmara,JERÔNIMO GOERGEN,PP,RS,jeronimogoergen,9497,3870,285,63,26280,10865,15415,9,4,0,3635,1023,3635
178839,câmara,JÉSSICA SALES,MDB,AC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204435,câmara,JESUS SÉRGIO,PDT,AC,jesussergioac,25,10,7,8,2196,40,2156,2,0,1,932,20,932
178842,câmara,JHC,PSB,AL,JHC_40,4949,1079,102,26,1422,1060,362,6.5,2,0,95,95,35
160531,câmara,JHONATAN DE JESUS,PRB,RR,jhonatan_djesus,1594,938,14,4,99,67,32,5,3.5,0,19,10,19
74366,câmara,JOÃO CAMPOS,PRB,GO,depjoaocampos,NA,NA,0,0,0,0,0,0,0,0,0,0,0
141458,câmara,JOÃO CARLOS BACELAR,PR,BA,deputadobacelar,NA,NA,0,0,0,0,0,0,0,0,0,0,0
178970,câmara,JOÃO DANIEL,PT,SE,joaodanielPT,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204429,câmara,JOÃO H. CAMPOS,PSB,PE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141459,câmara,JOÃO MAIA,PR,RN,depjoaomaia,NA,NA,0,0,0,0,0,0,0,0,0,0,0
112437,câmara,JOÃO MARCELO SOUZA,MDB,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204576,câmara,JOÃO ROMA,PRB,BA,joaoromaneto,837,861,92,5,996,750,246,8,8,0,168,55,168
178910,câmara,JOAQUIM PASSARINHO,PSD,PA,joaquimpassarin,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204468,câmara,JOENIA WAPICHANA,REDE,RR,joeniac,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204546,câmara,JOICE HASSELMANN,PSL,SP,joicehasselmann,310191,122,457,158,2574991,2194507,380484,2560,1823,0,33240,33240,22942
205550,câmara,JORGE BRAZ,PRB,RJ,Jorge_Braz,1245,103,156,2,321,135,186,1,1,0,112,6,112
178857,câmara,JORGE SOLLA,PT,BA,depjorgesolla,19201,970,135,85,277837,69575,208262,403.5,27.5,0,17632,5605,17632
141464,câmara,JOSÉ AIRTON FÉLIX CIRILO,PT,CE,JoseAirtonPT,5407,413,25,7,839,66,773,2.5,1,0,746,10,746
141470,câmara,JOSÉ GUIMARÃES,PT,CE,guimaraes13PT,18272,570,708,291,149114,70912,78202,21,9,0,11708,5182,11708
204386,câmara,JOSE MARIO SCHREINER,DEM,GO,SchreinerJose,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204472,câmara,JOSÉ MEDEIROS,PODE,MT,JoseMedeirosMT,60048,1612,556,443,516536,182668,333868,75,2,0,95236,8612,95236
204391,câmara,JOSÉ NELTO,PODE,GO,depjosenelto,2184,780,66,59,27214,538,26676,7,0,0,4994,43,4994
160619,câmara,JOSÉ NUNES,PSD,BA,JoseNunesDep,NA,NA,0,0,0,0,0,0,0,0,0,0,0
74079,câmara,JOSÉ PRIANTE,MDB,PA,priante,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204555,câmara,JOSÉ RICARDO,PT,AM,ZeRicardoAM,4072,1632,216,0,3042,3042,0,7,7,0,385,385,0
74554,câmara,JOSÉ ROCHA,PR,BA,joserocha_,NA,NA,0,0,0,0,0,0,0,0,0,0,0
74141,câmara,JOSIAS GOMES,PT,BA,josiasgomesba,5616,2560,173,191,252305,174,252131,7,0,4,25074,12,25074
204563,câmara,JOSIMAR MARANHÃOZINHO,PR,MA,josimarPR22,293,100,38,0,221,221,0,5,5,0,70,70,0
204474,câmara,JUAREZ COSTA,MDB,MT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204420,câmara,JULIAN LEMOS,PSL,PB,JulianLemosopb1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
74317,câmara,JÚLIO CESAR,PSD,PI,DepJulioCesarPI,3200,4849,64,2,170,168,2,2,2,0,11,11,1
204372,câmara,JULIO CESAR RIBEIRO,PRB,DF,JulioCesarRib,698,474,53,2,185,181,4,2,2,0,18,18,2
73586,câmara,JÚLIO DELGADO,PSB,MG,depjuliodelgado,4319,1098,0,1,1,0,1,1,0,1,1,0,1
204457,câmara,JUNINHO DO PNEU,DEM,RJ,JuninhodoPneu,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204502,câmara,JÚNIOR BOZZELLA,PSL,SP,juniorbozzella,1319,1320,58,15,25671,457,25214,6,4,0,8448,64,8448
204497,câmara,JÚNIOR FERRARI,PSD,PA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204574,câmara,JUNIOR LOURENÇO,PR,MA,junior_lourenco,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204550,câmara,JÚNIOR MANO,PR,CE,jrmano_,NA,NA,0,0,0,0,0,0,0,0,0,0,0
178886,câmara,JUSCELINO FILHO,DEM,MA,DepJuscelino,3189,185,95,2,179,177,2,1,1,0,49,49,1
204536,câmara,KIM KATAGUIRI,DEM,SP,kimpkat,409893,455,189,103,1152286,934180,218106,1699,589,0,32669,30252,32669
151208,câmara,LAERCIO OLIVEIRA,PP,SE,laerciofederal,NA,NA,0,0,0,0,0,0,0,0,0,0,0
98057,câmara,LAFAYETTE DE ANDRADA,PRB,MG,dep_lafayette,1455,393,39,10,12318,100,12218,3,2,0,7433,8,7433
160534,câmara,LAURIETE,PR,ES,2010lauriete,NA,NA,0,0,0,0,0,0,0,0,0,0,0
178832,câmara,LEANDRE,PV,PR,Leandre4300,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204375,câmara,LEDA SADALA,AVANTE,AP,LedaSadala,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204359,câmara,LÉO MORAES,PODE,RO,dep_leomoraes,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204547,câmara,LÉO MOTTA,PSL,MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74156,câmara,LEONARDO MONTEIRO,PT,MG,depleomonteiro,3537,645,154,36,24932,3166,21766,9,6.5,0,7897,342,7897
74299,câmara,LEÔNIDAS CRISTINO,PDT,CE,leonidas9099,NA,NA,0,0,0,0,0,0,0,0,0,0,0
92102,câmara,LEUR LOMANTO JÚNIOR,DEM,BA,LeurLomantoJr,2133,591,8,1,15,13,2,2,1,0,5,5,2
139285,câmara,LÍDICE DA MATA,PSB,BA,lidicedamata,43683,9031,239,65,15155,7827,7328,13,10,0,4483,565,4483
74585,câmara,LINCOLN PORTELA,PR,MG,lincoln_portela,17104,195,5,19,4430,319,4111,4,0,4,2235,312,2235
204405,câmara,LIZIANE BAYER,PSB,RS,LizianeBayer,1991,1681,205,48,6055,1268,4787,5,4,0,3550,54,3550
204382,câmara,LOESTER TRUTIS,PSL,MS,LTrutis,234,23,7,4,5283,286,4997,14,4,0,4399,207,4399
196358,câmara,LOURIVAL GOMES,PSL,RJ,lourivalgomesrj,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204523,câmara,LUCAS GONZALEZ,NOVO,MG,lucasvgonzalez,3122,421,131,45,27774,5259,22515,20.5,8,0,6954,1040,6954
204404,câmara,LUCAS REDECKER,PSDB,RS,LucasRedecker,3503,835,124,18,1161,1034,127,6,6,0,57,45,57
178879,câmara,LUCAS VERGILIO,SOLIDARIEDADE,GO,VergilioLucas77,NA,NA,0,0,0,0,0,0,0,0,0,0,0
74478,câmara,LUCIANO BIVAR,PSL,PE,Bivar1717,NA,NA,0,0,0,0,0,0,0,0,0,0,0
178931,câmara,LUCIANO DUCCI,PSB,PR,LucianoDucci,9901,564,31,9,342,69,273,2,1,0,202,8,202
178954,câmara,LUCIO MOSQUINI,MDB,RO,luciomosquini,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204381,câmara,LUIS MIRANDA,DEM,DF,LuisMirandaUSA1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
160510,câmara,LUIS TIBÉ,AVANTE,MG,LuisTibeOficial,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204410,câmara,LUISA CANZIANI,PTB,PR,luisa_canziani,619,52,93,26,1411,822,589,7,5,0,367,39,367
204448,câmara,LUIZ ANTÔNIO CORRÊA,DC,RJ,depluizantonio,NA,NA,0,0,0,0,0,0,0,0,0,0,0
160645,câmara,LUIZ CARLOS,PSDB,AP,depluizcarlos,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204485,câmara,LUIZ CARLOS MOTTA,PR,SP,lcm_motta,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204543,câmara,LUIZ FLÁVIO GOMES,PSB,SP,professorLFG,167960,394,73,6,50350,49991,359,206,206,0,20983,20983,206
204455,câmara,LUIZ LIMA,PSL,RJ,Oficialluizlima,1902,749,112,69,100441,5907,94534,20,9,0,23388,2257,23388
162332,câmara,LUIZ NISHIMORI,PR,PR,luiznishimori,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204526,câmara,LUIZ PHILIPPE DE ORLEANS E BRAGANÇA,PSL,SP,lpbragancabr,204356,353,88,11,1059486,996508,62978,9921,8666,0,36019,36019,13893
74784,câmara,LUIZA ERUNDINA,PSOL,SP,luizaerundina,118836,510,319,186,181314,77195,104119,64,4,0,19890,19890,9209
178866,câmara,LUIZIANNE LINS,PT,CE,Luizianne13PT,8526,587,125,1,3019,3010,9,9,9,0,401,401,9
166402,câmara,MAGDA MOFATTO,PR,GO,Magdamofatto,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204458,câmara,MAJOR FABIANA,PSL,RJ,majorfabiana46,NA,NA,0,0,0,0,0,0,0,0,0,0,0
179587,câmara,MAJOR VITOR HUGO,PSL,GO,MajorVitorHugo,25908,163,298,49,200041,128591,71450,192,135,0,13035,13035,9335
204469,câmara,MANUEL MARCOS,PRB,AC,ascomdrmanuel,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204471,câmara,MARA ROCHA,PSDB,AC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156190,câmara,MARCEL VAN HATTEM,NOVO,RS,marcelvanhattem,87669,1786,163,30,265478,247962,17516,669,567,0,12270,12270,3925
179000,câmara,MARCELO ÁLVARO ANTÔNIO,PSL,MG,Marceloalvaroan,12694,2552,49,44,173273,16896,156377,132,55,0,23388,5857,23388
146788,câmara,MARCELO ARO,PHS,MG,marceloaro,3767,110,132,16,1028,806,222,3,1,0,191,191,97
205863,câmara,MARCELO BRUM,PSL,RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204433,câmara,MARCELO CALERO,PPS,RJ,caleromarcelo,15914,245,113,447,247247,59871,187376,99,0,51,11709,7778,11709
76874,câmara,MARCELO FREIXO,PSOL,RJ,MarceloFreixo,1037415,695,897,101,1660830,1597682,63148,80.5,47.5,0,88305,88305,12318
133810,câmara,MARCELO MORAES,PTB,RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204558,câmara,MARCELO NILO,PSB,BA,depmarcelonilo,13861,3853,8,0,53,53,0,6,6,0,14,14,0
204556,câmara,MARCELO RAMOS,PR,AM,marceloramosam,17368,9253,555,52,22030,4947,17083,4,3,0,5154,223,5154
178983,câmara,MARCIO ALVINO,PR,SP,AlvinoMarcio,NA,NA,0,0,0,0,0,0,0,0,0,0,0
179001,câmara,MÁRCIO BIOLCHI,MDB,RS,marciobiolchi,3224,186,1,0,7,7,0,7,7,0,7,7,0
81055,câmara,MÁRCIO JERRY,PCdoB,MA,marciojerry,15673,400,527,473,230529,22070,208459,26,2,0,14482,2988,14482
204452,câmara,MÁRCIO LABRE,PSL,RJ,marciolabre,5259,4726,375,1,35756,35635,121,2,2,0,12052,12052,121
150418,câmara,MÁRCIO MARINHO,PRB,BA,dpmarciomarinho,3691,246,40,0,75,75,0,1,1,0,9,9,0
204522,câmara,MARCO BERTAIOLLI,PSD,SP,MarcoBertaiolli,2971,62,43,7,354,335,19,6,6,0,33,33,9
160535,câmara,MARCON,PT,RS,depmarcon,5085,2823,273,6,5061,4994,67,5,5,0,894,894,25
204431,câmara,MARCOS AURÉLIO SAMPAIO,MDB,PI,MarcosA_Sampaio,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204506,câmara,MARCOS PEREIRA,PRB,SP,marcospereira04,26505,165,137,1,4157,4107,50,24,24,0,306,306,50
204430,câmara,MARGARETE COELHO,PP,PI,MargaretCoelho,2128,230,68,7,337,310,27,4,3,0,17,17,11
171619,câmara,MARGARIDA SALOMÃO,PT,MG,JFMargarida,23912,996,948,52,192180,173595,18585,36,32,0,11901,11901,5571
74398,câmara,MARIA DO ROSÁRIO,PT,RS,mariadorosario,244843,1245,258,318,819404,343545,475859,660,0,54,95234,14675,95234
204540,câmara,MARIA ROSAS,PRB,SP,depmariarosas,569,44,25,1,380,161,219,6.5,6,0,219,13,219
178956,câmara,MARIANA CARVALHO,PSDB,RO,MarianaPSDB,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204428,câmara,MARÍLIA ARRAES,PT,PE,MariliaArraes,22268,1662,86,16,88184,27630,60554,116.5,81.5,0,21510,2528,21510
204432,câmara,MARINA SANTOS,SOLIDARIEDADE,PI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74158,câmara,MÁRIO HERINGER,PDT,MG,mario_heringer,3778,2334,163,7,1815,1703,112,3,3,0,303,303,29
178858,câmara,MÁRIO NEGROMONTE JR.,PP,BA,depnegromontejr,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204403,câmara,MARLON SANTOS,PDT,RS,deputado_marlon,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204566,câmara,MARRECA FILHO,PATRI,MA,depmarrecafilho,141,23,31,0,21,21,0,0,0,0,3,3,0
178843,câmara,MARX BELTRÃO,PSD,AL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75431,câmara,MAURÍCIO DZIEDRICKI,PTB,RS,mauricioptbrs,2479,140,3,8,2178,16,2162,2,0,2,2143,7,2143
204486,câmara,MAURO BENEVIDES FILHO,PDT,CE,deputadomaurobf,NA,NA,0,0,0,0,0,0,0,0,0,0,0
74749,câmara,MAURO LOPES,MDB,MG,depmaurolopes,NA,NA,0,0,0,0,0,0,0,0,0,0,0
141508,câmara,MAURO NAZIF,PSB,RO,drmauronazif,NA,NA,0,0,0,0,0,0,0,0,0,0,0
178985,câmara,MIGUEL LOMBARDI,PR,SP,DMiguellombardi,268,196,9,0,21,21,0,3,3,0,3,3,0
154178,câmara,MILTON VIEIRA,PRB,SP,DepMiltonVieira,637,268,22,0,24,24,0,1,1,0,6,6,0
178895,câmara,MISAEL VARELLA,PSD,MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178997,câmara,MOSES RODRIGUES,MDB,CE,depfederalmoses,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204453,câmara,NATÁLIA BONAVIDES,PT,RN,natbonavides,4731,1000,351,120,58597,25138,33459,23,17,0,5577,1818,5577
204449,câmara,NELSON BARBUDO,PSL,MT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74571,câmara,NELSON PELLEGRINO,PT,BA,nelsonpelegrino,12117,1740,27,10,1056,476,580,9,3,0,331,136,331
204415,câmara,NEREU CRISPIM,PSL,RS,nereucrispim,385,718,119,68,327142,389,326753,3,1,0,14726,43,14726
146307,câmara,NERI GELLER,PP,MT,NeriGeller,NA,NA,0,0,0,0,0,0,0,0,0,0,0
178896,câmara,NEWTON CARDOSO JR,MDB,MG,newton1510,2483,161,50,10,464,123,341,2,2,0,322,6,322
204384,câmara,NEY LEPREVOST,PSD,PR,neyleprevost,22435,4237,449,126,2191,1964,227,3,2,0,23,22,23
204479,câmara,NICOLETTI,PSL,RR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74352,câmara,NILSON PINTO,PSDB,PA,DepNilsonPinto,NA,NA,0,0,0,0,0,0,0,0,0,0,0
178986,câmara,NILTO TATTO,PT,SP,NiltoTatto,4125,2082,474,117,97099,6075,91024,6,3,0,16428,657,16428
194260,câmara,NIVALDO ALBUQUERQUE,PTB,AL,NivaldoAlbuque,NA,NA,0,0,0,0,0,0,0,0,0,0,0
66179,câmara,NORMA AYUB,DEM,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74159,câmara,ODAIR CUNHA,PT,MG,odaircunha_,225,150,9,6,59396,46,59350,6,4,0,53956,8,53956
204498,câmara,OLIVAL MARQUES,DEM,PA,OLIVALMARQUES,207,443,40,0,69,69,0,1.5,1.5,0,7,7,0
74399,câmara,ONYX LORENZONI,DEM,RS,onyxlorenzoni,267349,3629,63,67,780780,477622,303158,4468.5,0,23,42526,42526,23388
178987,câmara,ORLANDO SILVA,PCdoB,SP,orlandosilva,44156,453,190,57,64518,40901,23617,54,37,0,11622,6245,11622
204363,câmara,OSIRES DAMASO,PSC,TO,Damaso2020,NA,NA,0,0,0,0,0,0,0,0,0,0,0
73692,câmara,OSMAR TERRA,MDB,RS,osmarterra,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204422,câmara,OSSESIO SILVA,PRB,PE,Ossesio_Silva,1516,2350,119,5,430,267,163,2,2,0,98,12,98
204475,câmara,OTACI NASCIMENTO,SOLIDARIEDADE,RR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204441,câmara,OTONI DE PAULA,PSC,RJ,OtoniDepFederal,6043,92,63,1,530,524,6,7.5,7.5,0,22,22,6
204573,câmara,OTTO ALENCAR FILHO,PSD,BA,ottoalencarfilh,NA,NA,0,0,0,0,0,0,0,0,0,0,0
160556,câmara,PADRE JOÃO,PT,MG,dep_padrejoao,5955,827,199,14,7650,5080,2570,6,5,0,1482,731,1482
160642,câmara,PASTOR EURICO,PATRI,PE,pastoreurico,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204570,câmara,PASTOR GILDENEMYR,PMN,MA,DGildenemyr,114,19,16,0,48,48,0,3,3,0,8,8,0
204553,câmara,PASTOR SARGENTO ISIDÓRIO,AVANTE,BA,sgtisidorio,NA,NA,0,0,0,0,0,0,0,0,0,0,0
205535,câmara,PATRICIA FERRAZ,PR,AP,patricialferraz,NA,NA,0,0,0,0,0,0,0,0,0,0,0
74160,câmara,PATRUS ANANIAS,PT,MG,Patrus_Ananias,11362,280,216,217,251487,3843,247644,20,0,1,17631,1049,17631
204377,câmara,PAULA BELMONTE,PPS,DF,paulambelmonte,470,29,39,0,258,258,0,4,4,0,31,31,0
171617,câmara,PAULÃO,PT,AL,paulaodopt,3252,2702,74,737,146100,771,145329,8,0,7,20589,288,20589
141516,câmara,PAULO ABI-ACKEL,PSDB,MG,pauloabiackel,2995,183,15,2,96,89,7,3,3,0,18,18,5
178860,câmara,PAULO AZI,DEM,BA,pauloazi,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204538,câmara,PAULO BENGTSON,PTB,PA,PauloBengtson,113,39,23,2,72,48,24,2,2,0,21,5,21
193726,câmara,PAULO EDUARDO MARTINS,PSC,PR,PauloMartins10,140506,603,355,319,1619667,1082269,537398,1077,6.5,0,25689,25689,21035
160517,câmara,PAULO FOLETTO,PSB,ES,DeputadoFoletto,NA,NA,0,0,0,0,0,0,0,0,0,0,0
160558,câmara,PAULO FREIRE COSTA,PR,SP,DF_PauloFreire,4781,72,36,0,158,158,0,3.5,3.5,0,30,30,0
204461,câmara,PAULO GANIME,NOVO,RJ,pauloganime,15325,913,344,102,104231,77367,26864,93,13,0,3571,3571,2380
204492,câmara,PAULO GUEDES,PT,MG,deppauloguedes,2897,731,23,11,16888,359,16529,9,5.5,0,9446,58,9446
